gene,frequency
ND-MLRQ,0.0
nemy,0.0
Nep1,0.0
nerfin-2,0.0
nes,0.0
net,0.0
nAChRalpha3,0.0
Ms,0.0
msl-1,0.0
NetA,0.0
Neto,0.0
NfI,0.0
Nf-YA,0.0
Nf-YC,0.0
NijA,0.0
nito,0.0
NK7.1,0.0
NKCC,0.0
Osi19,0.0
otp,0.0
out,0.0
p38a,0.0
Pal2,0.0
nolo,0.0
Non3,0.0
nonA-l,0.0
nonC,0.0
ninaB,0.0
ninaC,0.0
ninaE,0.0
NiPp1,0.0
NPF,0.0
NPFR,0.0
Nplp1,0.0
Nprl2,0.0
NLaz,0.0
Nlg3,0.0
nmdyn-D7,0.0
nol,0.0
nuf,0.0
Nup154,0.0
Nup54,0.0
nvy,0.0
norpA,0.0
Nos,0.0
Npc2a,0.0
Npc2b,0.0
Pkc53E,0.0
Pldn,0.0
ph-d,0.0
phol,0.0
Pi3K92E,0.0
PIG-B,0.0
PIG-H,0.0
PIG-O,0.0
Obp18a,0.0
Obp56h,0.0
Obp83a,0.0
obst-A,0.0
PK1-R,0.0
PK2-R1,0.0
Pka-C3,0.0
Pka-R1,0.0
Octbeta2R,0.0
Octbeta3R,0.0
Oct-TyrR,0.0
ogre,0.0
ome,0.0
Nxf3,0.0
oaf,0.0
Oamb,0.0
pasi2,0.0
Pax,0.0
opa,0.0
Orcokinin,0.0
Osbp,0.0
OSCP1,0.0
Oseg4,0.0
oc,0.0
Proc,0.0
pros,0.0
prt,0.0
POSH,0.0
Ppcs,0.0
ppk12,0.0
beat-Va,0.0
beat-Vb,0.0
Ptip,0.0
Ptp4E,0.0
Ptp99A,0.0
Ptpmeg,0.0
Ptth,0.0
Pvf3,0.0
pre-rRNA:CR45845,0.0
prim,0.0
PCID2,0.0
pck,0.0
pcx,0.0
Pde11,0.0
Pde6,0.0
Pde8,0.0
pst,0.0
ptc,0.0
pita,0.0
Pde9,0.0
Pdfr,0.0
Pex2,0.0
pgant2,0.0
PGRP-LA,0.0
Phax,0.0
pb,0.0
Ppt1,0.0
PRAS40,0.0
Prat,0.0
pre-lola-G,0.0
ple,0.0
pll,0.0
plum,0.0
Plzf,0.0
Capa,0.0
Cap-D3,0.0
Cap-G,0.0
Cap-H2,0.0
Cbp53E,0.0
Btk29A,0.0
Bx,0.0
ppk8,0.0
CCAP-R,0.0
CCHa2,0.0
Ccn,0.0
Cdc16,0.0
Cdc37,0.0
Cdk2,0.0
cdm,0.0
CAP,0.0
beat-VI,0.0
beat-VII,0.0
BCL7-like,0.0
beag,0.0
beat-Ia,0.0
beat-IIa,0.0
beat-IIb,0.0
CCAP,0.0
pxb,0.0
pyd3,0.0
pygo,0.0
pyr,0.0
pzg,0.0
qin,0.0
rno,0.0
robo2,0.0
Rca1,0.0
Rab9,0.0
Rac2,0.0
Rack1,0.0
rad,0.0
Ranbp16,0.0
Ranbp21,0.0
PVRAP,0.0
RecQ4,0.0
Rgk1,0.0
Rgk2,0.0
ranshi,0.0
Rassf,0.0
Ravus,0.0
Rbfox1,0.0
Rbp6,0.0
Pms2,0.0
Pnn,0.0
pnt,0.0
Pof,0.0
rdgA,0.0
rdgC,0.0
rdhB,0.0
rdo,0.0
sage,0.0
salr,0.0
sals,0.0
sano,0.0
Sap130,0.0
sav,0.0
sca,0.0
RpS9,0.0
ric8a,0.0
Rgk3,0.0
Rgl,0.0
rgn,0.0
rgr,0.0
Rh5,0.0
Rh50,0.0
Rh7,0.0
RNaseMRP:RNA,0.0
rngo,0.0
rho,0.0
RhoGAP102A,0.0
RhoGAP54D,0.0
RhoGEF2,0.0
RhoL,0.0
RhoU,0.0
roh,0.0
row,0.0
roX1,0.0
RpI12,0.0
rig,0.0
Rint1,0.0
RIOK2,0.0
Rme-8,0.0
side,0.0
sdk,0.0
se,0.0
Seipin,0.0
Sema2a,0.0
Sema2b,0.0
sens-2,0.0
Sesn,0.0
RpL5,0.0
SF1,0.0
Sf3a1,0.0
Sf3b2,0.0
Sf3b3,0.0
sgl,0.0
shakB,0.0
shams,0.0
RpS12,0.0
RpS15Ab,0.0
RpS6,0.0
RpL12,0.0
RpL22,0.0
RpL37b,0.0
RpL39,0.0
RpL41,0.0
RtGEF,0.0
rtp,0.0
ru,0.0
run,0.0
RunxA,0.0
SA,0.0
Rpp30,0.0
rpr,0.0
Sk1,0.0
SKIP,0.0
Atg16,0.0
Atg9,0.0
ATP7,0.0
ATPsynB,0.0
ATPsynCF6L,0.0
Asph,0.0
sNPF-R,0.0
SMC5,0.0
smg,0.0
smo,0.0
Smyd5,0.0
SmydA-5,0.0
SmydA-8,0.0
snama,0.0
Scp1,0.0
scpr-A,0.0
Snap29,0.0
Snmp2,0.0
snoRNA:Dek-a,0.0
snoRNA:Psi18S-1377b,0.0
Snp,0.0
sNPF,0.0
scrib,0.0
scro,0.0
scrt,0.0
s-cup,0.0
scyl,0.0
Sdc,0.0
Scm,0.0
SCOT,0.0
beat-IV,0.0
slbo,0.0
Slc45-1,0.0
slgA,0.0
SIFa,0.0
Sin,0.0
Sin1,0.0
Sirt6,0.0
B-H2,0.0
BHD,0.0
bi,0.0
bib,0.0
bin3,0.0
bip1,0.0
beat-IIIb,0.0
beat-IIIc,0.0
blow,0.0
bmm,0.0
bnb,0.0
bnl,0.0
bol,0.0
br,0.0
betaTub56D,0.0
betaTub97EF,0.0
ASPP,0.0
AstA,0.0
AstA-R1,0.0
AstC,0.0
AstC-R1,0.0
AstC-R2,0.0
Atac1,0.0
blot,0.0
sog,0.0
sosie,0.0
Sox102F,0.0
Sox21b,0.0
Sytalpha,0.0
Syx4,0.0
Taf8,0.0
Taldo,0.0
SoxN,0.0
Sp1,0.0
SP1029,0.0
Sp7,0.0
spab,0.0
SPARC,0.0
Snx16,0.0
Sodh-2,0.0
srp,0.0
Spn42Db,0.0
Spn43Ab,0.0
Spps,0.0
SPR,0.0
spri,0.0
Spt,0.0
Spt20,0.0
Sirt7,0.0
Sirup,0.0
Spt3,0.0
spz,0.0
squ,0.0
sqz,0.0
Sra-1,0.0
Src64B,0.0
tos,0.0
toy,0.0
Trc8,0.0
Treh,0.0
Trf,0.0
trh,0.0
TkR99D,0.0
tkv,0.0
Srp72,0.0
ss,0.0
Ssl1,0.0
Ssu72,0.0
ST6Gal,0.0
stan,0.0
Start1,0.0
Top3alpha,0.0
step,0.0
stl,0.0
Strn-Mlck,0.0
stv,0.0
sty,0.0
sud1,0.0
sug,0.0
Sugb,0.0
tam,0.0
Tango2,0.0
tara,0.0
su(Hw),0.0
su(sable),0.0
Su(z)12,0.0
SWIP,0.0
Syt12,0.0
Uhg8,0.0
unc-13-4A,0.0
tut,0.0
tutl,0.0
twz,0.0
TyrR,0.0
TyrRII,0.0
U3-55K,0.0
Tdrd3,0.0
teq,0.0
Tfb1,0.0
tfc,0.0
Ude,0.0
Ufl1,0.0
Ugt86Dd,0.0
Uhg5,0.0
tho2,0.0
tim,0.0
Timp,0.0
tinc,0.0
Tk,0.0
Tasp1,0.0
Tcs3,0.0
Tdc2,0.0
Tl,0.0
tnc,0.0
tok,0.0
Toll-6,0.0
Toll-7,0.0
TfIIFbeta,0.0
Tgt,0.0
THADA,0.0
Wnt4,0.0
Wnt6,0.0
18SrRNA-Psi:CR41602,0.0
wrapper,0.0
wry,0.0
nUMI,0.0
wtrw,0.0
5-HT7,0.0
Vsx2,0.0
Vav,0.0
velo,0.0
XRCC1,0.0
yellow-b,0.0
yellow-c,0.0
yem,0.0
yip2,0.0
wgn,0.0
wls,0.0
Acp95EF,0.0
Vmat,0.0
vn,0.0
Vps11,0.0
Vps33B,0.0
vri,0.0
Trissin,0.0
TrissinR,0.0
trn,0.0
trol,0.0
TrpA1,0.0
WASp,0.0
wdn,0.0
Wdr59,0.0
Alk,0.0
AlkB,0.0
VGlut,0.0
Vha68-2,0.0
unc-4,0.0
unpg,0.0
UQCR-11,0.0
UQCR-14,0.0
Ank2,0.0
AnxB9,0.0
aop,0.0
ap,0.0
apolpp,0.0
Apoltp,0.0
app,0.0
Aldh,0.0
apt,0.0
Arc1,0.0
Argk,0.0
Arr1,0.0
Arr2,0.0
arx,0.0
AsnS,0.0
ana1,0.0
a,0.0
a10,0.0
ab,0.0
Ac13E,0.0
Ac78C,0.0
acal,0.0
achi,0.0
acj6,0.0
