gene,frequency
CG11041,0.0
CG10960,0.0
CG10927,0.0
CG10889,0.0
CG10864,0.0
CG10738,0.0
CG10710,0.0
CG10660,0.0
CG10631,0.0
CG10527,0.0
CG10514,0.0
CG1113,0.0
CR43146,0.0
CR43051,0.0
CR42862,0.0
CR42491,0.0
CR40190,0.0
CR33963,0.0
CR32745,0.0
CR32218,0.0
CR32111,0.0
CR31845,0.0
CR31451,0.0
CR31386,0.0
CR31144,0.0
CG34163,0.0
CR17025,0.0
CR12842,0.0
Cpsf160,0.0
Cpr72Ec,0.0
Cpr67B,0.0
Cpr65Ea,0.0
Cp7Fb,0.0
Cp190,0.0
COX5A,0.0
Cow,0.0
corto,0.0
cort,0.0
Corin,0.0
cora,0.0
CR18275,0.0
CR44179,0.0
CR44171,0.0
CR44157,0.0
CR44133,0.0
CR44125,0.0
CR44107,0.0
CR44066,0.0
CR44065,0.0
CR44030,0.0
CR44029,0.0
CR44027,0.0
CR44023,0.0
CR43995,0.0
CR43963,0.0
CR43148,0.0
CR43900,0.0
CR43870,0.0
CR43820,0.0
CR43785,0.0
CR43730,0.0
CR43700,0.0
CR43603,0.0
CR43488,0.0
CR43361,0.0
CR43334,0.0
CR43287,0.0
CR43264,0.0
CR43256,0.0
CR43170,0.0
CR43951,0.0
CG9752,0.0
CG9743,0.0
CG9691,0.0
CG9686,0.0
CG9674,0.0
CG9669,0.0
CG9667,0.0
CG9657,0.0
CG9650,0.0
CG9628,0.0
CG9616,0.0
CG9577,0.0
CG9547,0.0
Coop,0.0
CG9467,0.0
CG9394,0.0
CG9372,0.0
CG9304,0.0
CG9302,0.0
CG9171,0.0
CG9109,0.0
CG9008,0.0
CG8870,0.0
CG8861,0.0
CG8858,0.0
CG8839,0.0
CG8837,0.0
CG8786,0.0
CG9507,0.0
Cont,0.0
Con,0.0
comm,0.0
Cnx14D,0.0
cnn,0.0
CNMaR,0.0
Cngl,0.0
CngB,0.0
CngA,0.0
cmpy,0.0
CLIP-190,0.0
Clect27,0.0
ClC-a,0.0
Cks85A,0.0
CG9776,0.0
cindr,0.0
Cht6,0.0
Cht5,0.0
Chrac-14,0.0
chinmo,0.0
chic,0.0
CG9932,0.0
CG9928,0.0
CG9902,0.0
CG9896,0.0
CG9813,0.0
CG9812,0.0
CG9801,0.0
CG9799,0.0
CkIIalpha-i3,0.0
CrebB,0.0
CrebA,0.0
crb,0.0
CR7448,0.0
CR46265,0.0
CR46137,0.0
CR46110,0.0
CR46033,0.0
CR46006,0.0
CR46004,0.0
CR46003,0.0
CR45996,0.0
CR45985,0.0
CR44221,0.0
CR45973,0.0
CR45970,0.0
CR45943,0.0
CR45889,0.0
CR45883,0.0
28SrRNA-Psi:CR45855,0.0
CR45798,0.0
CR45758,0.0
CR45736,0.0
CR45684,0.0
CR45668,0.0
CR45620,0.0
CR45600,0.0
CR45562,0.0
CR45979,0.0
Dbi,0.0
dati,0.0
DAT,0.0
dao,0.0
danr,0.0
dan,0.0
dally,0.0
Dad,0.0
dac,0.0
DAAM,0.0
D12,0.0
Cys,0.0
Cyp9f2,0.0
Cyp9b2,0.0
Crg-1,0.0
Cyp6g1,0.0
Cyp6a17,0.0
Cyp4ac3,0.0
Cyp49a1,0.0
Cyp28d2,0.0
CycJ,0.0
CycE,0.0
CycD,0.0
CycB3,0.0
cwo,0.0
ctrip,0.0
Ctr9,0.0
Ctl1,0.0
Crz,0.0
Cyp6w1,0.0
CR44961,0.0
CR44938,0.0
CR44901,0.0
CR44832,0.0
CR44831,0.0
CR44828,0.0
CR44741,0.0
CR44718,0.0
CR44713,0.0
CR44663,0.0
CR44662,0.0
CR44657,0.0
CR44628,0.0
CR45527,0.0
CR44598,0.0
CR44597,0.0
CR44596,0.0
CR44595,0.0
CR44589,0.0
CR44541,0.0
CR44506,0.0
CR44474,0.0
CR44445,0.0
CR44417,0.0
CR44360,0.0
CR44347,0.0
CR44330,0.0
CR44272,0.0
CR44619,0.0
CR45522,0.0
CR45496,0.0
CR45479,0.0
CR45474,0.0
CR45470,0.0
CR45464,0.0
CR45388,0.0
CR45350,0.0
CR45312,0.0
CR45308,0.0
CR45262,0.0
CR45251,0.0
CR45223,0.0
CR45188,0.0
CR44965,0.0
CR45162,0.0
CR45139,0.0
CR45132,0.0
CR45128,0.0
CR45126,0.0
CR45102,0.0
CR45054,0.0
CR45048,0.0
CR45030,0.0
CR45018,0.0
CR45013,0.0
CR45007,0.0
CR44999,0.0
CR44997,0.0
CR45187,0.0
CG43313,0.0
CG43236,0.0
CG43232,0.0
CG43229,0.0
CG43219,0.0
CG4313,0.0
CG43110,0.0
CG43078,0.0
CG43076,0.0
CG4297,0.0
CG42831,0.0
CG4282,0.0
CG42817,0.0
CG8777,0.0
CG42795,0.0
CG42789,0.0
CG42788,0.0
CG42784,0.0
CG42750,0.0
CG42692,0.0
CG42673,0.0
CG42594,0.0
CG42588,0.0
CG42556,0.0
CG42541,0.0
CG42540,0.0
CG42524,0.0
CG42514,0.0
CG42808,0.0
CG4562,0.0
CG45071,0.0
CG45067,0.0
CG4502,0.0
CG44774,0.0
CG4467,0.0
CG4455,0.0
CG44422,0.0
CG44314,0.0
CG44249,0.0
CG44158,0.0
CG4409,0.0
CG4404,0.0
CG44004,0.0
CG43322,0.0
CG43902,0.0
CG43850,0.0
CG43800,0.0
CG43759,0.0
CG43737,0.0
CG43736,0.0
CG43729,0.0
CG43693,0.0
CG43658,0.0
CG43445,0.0
CG4338,0.0
CG43373,0.0
CG43342,0.0
CG43340,0.0
CG4393,0.0
CG3842,0.0
CG3735,0.0
CG3726,0.0
CG3700,0.0
CG3655,0.0
CG3645,0.0
CG3634,0.0
CG3631,0.0
CG3625,0.0
CG3603,0.0
CG3448,0.0
CG34454,0.0
CG34417,0.0
CG42492,0.0
CG34402,0.0
CG34384,0.0
CG34377,0.0
CG34370,0.0
CG34357,0.0
CG34355,0.0
CG34354,0.0
CG34347,0.0
CG34324,0.0
CG34286,0.0
CG34259,0.0
CG34220,0.0
CG34219,0.0
CG34180,0.0
CG34409,0.0
CG42489,0.0
CG42445,0.0
CG42402,0.0
CG42399,0.0
CG42394,0.0
CG42392,0.0
CG42390,0.0
CG42365,0.0
CG42342,0.0
CG42322,0.0
CG42321,0.0
CG42313,0.0
CG42260,0.0
CG42259,0.0
CG3902,0.0
CG42237,0.0
CG42232,0.0
CG4080,0.0
CG40498,0.0
CG4041,0.0
CG4022,0.0
CG40198,0.0
CG40160,0.0
CG4004,0.0
CG3982,0.0
CG3961,0.0
CG3940,0.0
CG3919,0.0
CG3918,0.0
CG42258,0.0
CG7289,0.0
CG7272,0.0
CG7120,0.0
CG7054,0.0
CG7024,0.0
CG7006,0.0
CG6985,0.0
CG6962,0.0
CG6937,0.0
CG6928,0.0
CG6870,0.0
CG6744,0.0
CG6734,0.0
CG4572,0.0
CG6701,0.0
CG6700,0.0
CG6638,0.0
CG6511,0.0
CG6426,0.0
CG6424,0.0
CG6362,0.0
CG6356,0.0
CG6332,0.0
CG6325,0.0
CG6310,0.0
CG6308,0.0
CG6287,0.0
CG6282,0.0
CG6712,0.0
CG8771,0.0
CG8745,0.0
CG8654,0.0
CG8646,0.0
CG8641,0.0
CG8620,0.0
CG8500,0.0
CG8414,0.0
CG8369,0.0
CG8343,0.0
CG8323,0.0
CG8321,0.0
CG8306,0.0
CG8273,0.0
CG7378,0.0
CG7997,0.0
CG7985,0.0
CG7971,0.0
CG7966,0.0
CG7900,0.0
CG7888,0.0
CG7882,0.0
CG7860,0.0
CG7766,0.0
CG7744,0.0
CG7668,0.0
CG7650,0.0
CG7607,0.0
CG7536,0.0
CG8097,0.0
CG5346,0.0
CG5321,0.0
CG5287,0.0
CG5285,0.0
CG5270,0.0
CG5245,0.0
CG5162,0.0
CG5160,0.0
CG5096,0.0
CG5087,0.0
CG5039,0.0
CG5010,0.0
CG5004,0.0
CG4975,0.0
CG6204,0.0
CG4951,0.0
CG4887,0.0
CG4842,0.0
CG4829,0.0
CG4797,0.0
CG4730,0.0
CG4716,0.0
CG4631,0.0
CG46301,0.0
CG4629,0.0
CG4611,0.0
CG4587,0.0
CG45781,0.0
CG4577,0.0
CG4972,0.0
CG6175,0.0
CG6123,0.0
CG6066,0.0
CG6044,0.0
CG6006,0.0
CG5916,0.0
CG5888,0.0
CG5880,0.0
CG5877,0.0
CG5872,0.0
CG5867,0.0
CG5850,0.0
CG5830,0.0
CG5808,0.0
CG5379,0.0
CG5789,0.0
CG5780,0.0
CG5776,0.0
CG5758,0.0
CG5757,0.0
CG5721,0.0
CG5674,0.0
CG5626,0.0
CG5618,0.0
CG5613,0.0
CG5541,0.0
CG5535,0.0
CG5458,0.0
CG5390,0.0
CG5793,0.0
