gene,frequency
cpx,0.0
Cpr49Ae,0.0
COX8,0.0
CG33096,0.0
COX5BL,0.0
COX5A,0.0
Corin,0.0
Cont,0.0
Con,0.0
comm,0.0
colt,0.0
Cog3,0.0
Cnot4,0.0
cno,0.0
CNMaR,0.0
Cngl,0.0
cnc,0.0
cmpy,0.0
COX7C,0.0
CR44129,0.0
CR44107,0.0
CR44031,0.0
CR44029,0.0
CR44027,0.0
CR44024,0.0
CR43944,0.0
CR43943,0.0
CR43933,0.0
CR43910,0.0
CR43849,0.0
CR43838,0.0
CR43825,0.0
CR43716,0.0
CR40461,0.0
CR43651,0.0
CR43492,0.0
CR43481,0.0
CR43459,0.0
CR43425,0.0
CR43361,0.0
CR43334,0.0
CR43256,0.0
CR43212,0.0
CR43199,0.0
CR43148,0.0
CR43051,0.0
CR42254,0.0
CR41320,0.0
CR43701,0.0
CG8910,0.0
CG8878,0.0
CG8861,0.0
CG8858,0.0
CG8837,0.0
CG8777,0.0
CG8757,0.0
CG8712,0.0
CG8641,0.0
CG8620,0.0
CG8520,0.0
CG8441,0.0
CG8368,0.0
CG8273,0.0
Cks30A,0.0
CG8086,0.0
CG8079,0.0
CG8060,0.0
CG8034,0.0
CG8001,0.0
CG7991,0.0
CG7987,0.0
CG7985,0.0
CG7970,0.0
CG7966,0.0
CG7888,0.0
CG7878,0.0
CG7840,0.0
CG7839,0.0
CG8229,0.0
cindr,0.0
Chro,0.0
chm,0.0
Chd64,0.0
ChAT,0.0
CG9945,0.0
CG9932,0.0
CG9914,0.0
CG9902,0.0
CG9896,0.0
CG9837,0.0
CG9795,0.0
CG9691,0.0
CG9686,0.0
CG8915,0.0
CG9650,0.0
CG9628,0.0
CG9589,0.0
CG9510,0.0
CG9507,0.0
CG9394,0.0
CG9377,0.0
CG9356,0.0
CG9344,0.0
CG9338,0.0
CG9121,0.0
CG9109,0.0
CG9016,0.0
CG9008,0.0
CG9657,0.0
Cyp28d1,0.0
Cyp28a5,0.0
Cwc25,0.0
cv-2,0.0
cue,0.0
Ctr1B,0.0
ct,0.0
CSN3,0.0
Csl4,0.0
Csas,0.0
crp,0.0
crm,0.0
28SrRNA-Psi:CR45859,0.0
CR44137,0.0
crb,0.0
Crag,0.0
CR46258,0.0
CR46250,0.0
CR46194,0.0
CR46111,0.0
CR46067,0.0
CR46035,0.0
CR46003,0.0
CR45979,0.0
CR45973,0.0
CR45962,0.0
CR45938,0.0
CR45925,0.0
crc,0.0
Dh31,0.0
Dgk,0.0
Dfd,0.0
Df31,0.0
Debcl,0.0
Ddc,0.0
DCX-EMAP,0.0
Dcr-1,0.0
Dbx,0.0
dbe,0.0
dati,0.0
Dat,0.0
Dark,0.0
danr,0.0
Cyp301a1,0.0
dally,0.0
Dad,0.0
dac,0.0
D12,0.0
D,0.0
Cys,0.0
Cypl,0.0
Cyp9f2,0.0
Cyp9c1,0.0
Cyp6w1,0.0
Cyp6g2,0.0
Cyp6a17,0.0
Cyp6a13,0.0
Cyp4g15,0.0
Damm,0.0
CR45018,0.0
CR44978,0.0
CR44943,0.0
CR44914,0.0
CR44905,0.0
CR44901,0.0
CR44900,0.0
CR44843,0.0
CR44832,0.0
CR44806,0.0
CR44708,0.0
CR44690,0.0
CR44663,0.0
CR44657,0.0
CR45923,0.0
CR44506,0.0
CR44474,0.0
CR44458,0.0
CR44450,0.0
CR44441,0.0
CR44417,0.0
CR44396,0.0
CR44366,0.0
CR44320,0.0
CR44294,0.0
CR44268,0.0
CR44233,0.0
CR44206,0.0
CR44171,0.0
CR44589,0.0
CR45835,0.0
CR45825,0.0
CR45815,0.0
CR45800,0.0
CR45758,0.0
CR4575,0.0
CR45716,0.0
CR45706,0.0
CR45643,0.0
CR45621,0.0
CR45538,0.0
CR45533,0.0
CR45473,0.0
CR45416,0.0
CR45035,0.0
CR45378,0.0
CR45358,0.0
CR45350,0.0
CR45333,0.0
CR45332,0.0
CR45312,0.0
CR45284,0.0
CR45281,0.0
CR45223,0.0
CR45180,0.0
CR45162,0.0
CR45161,0.0
CR45131,0.0
CR45112,0.0
CR45414,0.0
CG42673,0.0
CG42672,0.0
CG42613,0.0
CG42594,0.0
CG42561,0.0
CG42526,0.0
CG42524,0.0
CG42489,0.0
CG42458,0.0
CG42402,0.0
CG42394,0.0
CG42392,0.0
CG42391,0.0
CG7806,0.0
CG42382,0.0
CG4238,0.0
CG42360,0.0
CG42346,0.0
CG42342,0.0
CG42327,0.0
CG42313,0.0
CG42307,0.0
CG42259,0.0
CG42238,0.0
CG42232,0.0
CG41520,0.0
CG41099,0.0
CG4080,0.0
CG42390,0.0
CG43759,0.0
CG43740,0.0
CG43737,0.0
CG43729,0.0
CG43693,0.0
CG43689,0.0
CG43658,0.0
CG4341,0.0
CG43373,0.0
CG4332,0.0
CG4328,0.0
CG43273,0.0
CG43222,0.0
CG43219,0.0
CG42674,0.0
CG4313,0.0
CG43078,0.0
CG4301,0.0
CG4297,0.0
CG4294,0.0
CG42817,0.0
CG42795,0.0
CG42789,0.0
CG42766,0.0
CG42750,0.0
CG42747,0.0
CG42741,0.0
CG42699,0.0
CG42675,0.0
CG43155,0.0
CG34355,0.0
CG34354,0.0
CG34353,0.0
CG34351,0.0
CG34347,0.0
CG34338,0.0
CG34334,0.0
CG34325,0.0
CG3430,0.0
CG34231,0.0
CG34219,0.0
CG34155,0.0
CG34134,0.0
CG34114,0.0
CG4025,0.0
CG33958,0.0
CG33941,0.0
CG3394,0.0
CG3376,0.0
CG33695,0.0
CG33639,0.0
CG33543,0.0
CG33310,0.0
CG33293,0.0
CG33260,0.0
CG33217,0.0
CG33144,0.0
CG33143,0.0
CG33111,0.0
CG34113,0.0
CG40160,0.0
CG4000,0.0
CG3995,0.0
CG3961,0.0
CG3940,0.0
CG3939,0.0
CG3823,0.0
CG3822,0.0
CG3815,0.0
CG3797,0.0
CG3764,0.0
CG3726,0.0
CG3713,0.0
CG3711,0.0
CG34357,0.0
CG3704,0.0
CG3663,0.0
CG3655,0.0
CG3645,0.0
CG3626,0.0
CG3511,0.0
CG3500,0.0
CG34402,0.0
CG34393,0.0
CG34384,0.0
CG34383,0.0
CG34377,0.0
CG34376,0.0
CG34371,0.0
CG3706,0.0
CG6836,0.0
CG6813,0.0
CG6785,0.0
CG6723,0.0
CG6700,0.0
CG6695,0.0
CG6689,0.0
CG6659,0.0
CG6650,0.0
CG6621,0.0
CG6511,0.0
CG6465,0.0
CG6424,0.0
CG43795,0.0
CG6357,0.0
CG6356,0.0
CG6310,0.0
CG6287,0.0
CG6282,0.0
CG6227,0.0
CG6218,0.0
CG6179,0.0
CG6154,0.0
CG6142,0.0
CG6123,0.0
CG6044,0.0
CG6040,0.0
CG6023,0.0
CG6379,0.0
CG7742,0.0
CG7728,0.0
CG7720,0.0
CG7708,0.0
CG7706,0.0
CG7630,0.0
CG7607,0.0
CG7564,0.0
CG7530,0.0
CG7381,0.0
CG7368,0.0
CG7352,0.0
CG7341,0.0
CG7339,0.0
CG6841,0.0
CG7246,0.0
CG7203,0.0
CG7191,0.0
CG7166,0.0
CG7156,0.0
CG7149,0.0
CG7135,0.0
CG7133,0.0
CG7110,0.0
CG7065,0.0
CG6959,0.0
CG6891,0.0
CG6867,0.0
CG6843,0.0
CG7280,0.0
CG4678,0.0
CG4631,0.0
CG46301,0.0
CG4629,0.0
CG4611,0.0
CG4586,0.0
CG45782,0.0
CG45781,0.0
CG4577,0.0
CG4562,0.0
CG4537,0.0
CG45263,0.0
CG4525,0.0
CG45071,0.0
CG6006,0.0
CG45002,0.0
CG44837,0.0
CG44422,0.0
CG44325,0.0
CG44314,0.0
CG44249,0.0
CG4424,0.0
CG44153,0.0
CG44098,0.0
CG4409,0.0
CG4404,0.0
CG44006,0.0
CG43902,0.0
CG43897,0.0
CG4502,0.0
CG5955,0.0
CG5953,0.0
CG5895,0.0
CG5877,0.0
CG5815,0.0
CG5810,0.0
CG5768,0.0
CG5726,0.0
CG5674,0.0
CG5599,0.0
CG5522,0.0
CG5404,0.0
CG5292,0.0
CG5273,0.0
CG4679,0.0
CG5160,0.0
CG5087,0.0
CG5080,0.0
CG5044,0.0
CG5010,0.0
CG4951,0.0
CG4945,0.0
CG4887,0.0
CG4853,0.0
CG4849,0.0
CG4829,0.0
CG4825,0.0
CG4766,0.0
CG4716,0.0
CG5196,0.0
