model,round,fold,MAE,RMSE,MedAE,R2,Pearson,Spearman
Dummy,0,0,6.912089046231201,10.602283617553995,5.6635899450117835,-4.858703614996074e-06,,
Dummy,0,1,6.9128266140254215,10.602124517225352,5.664571877454831,-7.114845653299895e-06,,
Dummy,0,2,6.923929624215302,10.621090852623741,5.658876669285153,-3.418889615858234e-10,,
Dummy,0,3,6.936122556276375,10.670015744971348,5.653770620581304,-5.8135070777343145e-06,,
Dummy,0,4,6.936122556276375,10.670015744971348,5.653770620581304,-5.8135070777343145e-06,,
Dummy,1,0,6.912089046231199,10.602283617553995,5.6635899450117835,-4.858703614996074e-06,,
Dummy,1,1,6.9128266140254215,10.602124517225352,5.664571877454831,-7.1148456535219395e-06,,
Dummy,1,2,6.923929624215302,10.621090852623741,5.658876669285153,-3.418889615858234e-10,,
Dummy,1,3,6.936122556276375,10.670015744971348,5.653770620581304,-5.8135070777343145e-06,,
Dummy,1,4,6.936122556276377,10.670015744971348,5.653770620581304,-5.8135070777343145e-06,,
Dummy,2,0,6.912089046231199,10.602283617553995,5.6635899450117835,-4.858703614996074e-06,,
Dummy,2,1,6.9128266140254215,10.602124517225352,5.664571877454831,-7.1148456535219395e-06,,
Dummy,2,2,6.923929624215302,10.621090852623741,5.658876669285153,-3.418889615858234e-10,,
Dummy,2,3,6.936122556276375,10.670015744971348,5.653770620581304,-5.8135070777343145e-06,,
Dummy,2,4,6.936122556276377,10.670015744971348,5.653770620581304,-5.8135070777343145e-06,,
Dummy,3,0,6.912089046231199,10.602283617553995,5.6635899450117835,-4.858703614996074e-06,,
Dummy,3,1,6.91282661402542,10.602124517225352,5.664571877454831,-7.1148456535219395e-06,,
Dummy,3,2,6.923929624215302,10.621090852623741,5.658876669285153,-3.418889615858234e-10,,
Dummy,3,3,6.936122556276375,10.670015744971348,5.653770620581304,-5.8135070777343145e-06,,
Dummy,3,4,6.936122556276377,10.670015744971348,5.653770620581304,-5.8135070777343145e-06,,
Dummy,4,0,6.912089046231201,10.602283617553995,5.6635899450117835,-4.858703614996074e-06,,
Dummy,4,1,6.9128266140254215,10.602124517225354,5.664571877454831,-7.1148456535219395e-06,,
Dummy,4,2,6.923929624215302,10.621090852623741,5.658876669285153,-3.418889615858234e-10,,
Dummy,4,3,6.936122556276377,10.670015744971348,5.653770620581304,-5.8135070777343145e-06,,
