gene,frequency
CG11147,0.0
CG11125,0.0
CG11000,0.0
CG10970,0.0
CG10960,0.0
CG10959,0.0
CG10948,0.0
CG10939,0.0
CG1092,0.0
CG10916,0.0
CG10863,0.0
CG10804,0.0
CG10799,0.0
CG10764,0.0
CG10738,0.0
CG11164,0.0
CG9629,0.0
CG9628,0.0
CG9626,0.0
CG9572,0.0
CG9507,0.0
CG9413,0.0
CG9396,0.0
CG9394,0.0
CG9338,0.0
CG9336,0.0
CG9328,0.0
CG9300,0.0
CG9164,0.0
CG9143,0.0
CG32536,0.0
CG9114,0.0
CG9109,0.0
CG9083,0.0
CG9021,0.0
CG8939,0.0
CG8837,0.0
CG8745,0.0
CG8701,0.0
CG8646,0.0
CG8620,0.0
CG8526,0.0
CG8419,0.0
CG8399,0.0
CG8369,0.0
CG9119,0.0
Cngl,0.0
CngA,0.0
Cks30A,0.0
cid,0.0
Cht5,0.0
Cht2,0.0
Cht10,0.0
Chrac-16,0.0
chinmo,0.0
CheB98a,0.0
CheB53a,0.0
CheA7a,0.0
Chd64,0.0
ChAT,0.0
CG9650,0.0
CG9986,0.0
CG9967,0.0
CG9961,0.0
CG9932,0.0
CG9928,0.0
CG9890,0.0
CG9876,0.0
CG9812,0.0
CG9747,0.0
CG9743,0.0
CG9691,0.0
CG9689,0.0
CG9664,0.0
CG9657,0.0
CG9990,0.0
CG7509,0.0
CG7504,0.0
CG7497,0.0
CG7460,0.0
CG7384,0.0
CG7372,0.0
CG7341,0.0
CG7339,0.0
CG7220,0.0
CG7203,0.0
CG7194,0.0
CG7191,0.0
CG7139,0.0
CG7135,0.0
CG8323,0.0
CG7102,0.0
CG7084,0.0
CG7054,0.0
CG7024,0.0
CG6985,0.0
CG6912,0.0
CG6910,0.0
CG6891,0.0
CG6845,0.0
CG6841,0.0
CG6836,0.0
CG6785,0.0
CG6628,0.0
CG6574,0.0
CG7110,0.0
CG8321,0.0
CG8312,0.0
CG8303,0.0
CG8272,0.0
CG8236,0.0
CG8219,0.0
CG8202,0.0
CG8180,0.0
CG8177,0.0
CG8112,0.0
CG8089,0.0
CG8066,0.0
CG8060,0.0
CG8034,0.0
CG7510,0.0
CG7997,0.0
CG7970,0.0
CG7966,0.0
CG7888,0.0
CG7860,0.0
CG7778,0.0
CG7744,0.0
CG7730,0.0
CG7706,0.0
CG7675,0.0
CG7650,0.0
CG7646,0.0
CG7607,0.0
CG7544,0.0
CG8012,0.0
CR44589,0.0
CR44522,0.0
CR44498,0.0
28SrRNA-Psi:CR45853,0.0
CR44441,0.0
CR44430,0.0
CR44392,0.0
CR44368,0.0
CR44366,0.0
CR44340,0.0
CR44299,0.0
CR44291,0.0
CR44272,0.0
CR44265,0.0
Cnx14D,0.0
CR44230,0.0
CR44222,0.0
CR44220,0.0
CR44218,0.0
CR44186,0.0
CR44179,0.0
CR44178,0.0
CR44168,0.0
CR44150,0.0
CR44127,0.0
CR44119,0.0
CR44060,0.0
CR44054,0.0
CR44047,0.0
CR44233,0.0
CR45131,0.0
CR45127,0.0
CR45119,0.0
CR45082,0.0
CR45044,0.0
CR45035,0.0
CR45018,0.0
CR45007,0.0
CR44999,0.0
CR44994,0.0
CR44987,0.0
CR44974,0.0
CR44969,0.0
CR44965,0.0
CR44599,0.0
CR44886,0.0
CR44868,0.0
CR44855,0.0
CR44831,0.0
CR44826,0.0
CR44811,0.0
CR44809,0.0
CR44793,0.0
CR44784,0.0
CR44759,0.0
CR44661,0.0
CR44636,0.0
CR44620,0.0
CR44619,0.0
CR44900,0.0
CR43086,0.0
CR42875,0.0
CR42860,0.0
CR42719,0.0
CR42646,0.0
CR41320,0.0
CR41257,0.0
CR40354,0.0
CR40005,0.0
CR33294,0.0
CR32582,0.0
CR32194,0.0
CR31451,0.0
CR31292,0.0
CR44042,0.0
CR18217,0.0
cpx,0.0
Cpr66D,0.0
Cpr62Bb,0.0
Cpr51A,0.0
Cpr50Cb,0.0
Cpr49Ae,0.0
Cpr47Eg,0.0
Cpr47Ef,0.0
cpo,0.0
COX7AL,0.0
Corin,0.0
COQ7,0.0
Con,0.0
CR30009,0.0
CR44030,0.0
CR44029,0.0
CR44019,0.0
CR43981,0.0
CR43959,0.0
CR43944,0.0
CR43916,0.0
CR43910,0.0
CR43904,0.0
CR43872,0.0
CR43870,0.0
CR43857,0.0
CR43837,0.0
CR43654,0.0
CR43087,0.0
CR43644,0.0
CR43642,0.0
CR43641,0.0
CR43626,0.0
CR43488,0.0
CR43468,0.0
CR43461,0.0
CR43423,0.0
CR43363,0.0
CR43361,0.0
CR43334,0.0
CR43314,0.0
CR43310,0.0
CR43283,0.0
CR43259,0.0
CR43650,0.0
CG42260,0.0
CG42259,0.0
CG42255,0.0
CG42246,0.0
CG42239,0.0
CG42235,0.0
CG42231,0.0
CG4210,0.0
CG4115,0.0
CG4098,0.0
CG4096,0.0
CG4049,0.0
CG40485,0.0
CG40470,0.0
CG6503,0.0
CG4020,0.0
CG40160,0.0
CG3961,0.0
CG3940,0.0
CG3906,0.0
CG3831,0.0
CG3808,0.0
CG3790,0.0
CG3788,0.0
CG3777,0.0
CG3764,0.0
CG3746,0.0
CG3735,0.0
CG3713,0.0
CG40439,0.0
CG42716,0.0
CG4269,0.0
CG42673,0.0
CG4267,0.0
CG42656,0.0
CG42613,0.0
CG42553,0.0
CG42541,0.0
CG42540,0.0
CG42526,0.0
CG42518,0.0
CG42514,0.0
CG4250,0.0
CG42489,0.0
CG42265,0.0
CG42450,0.0
CG42445,0.0
CG42402,0.0
CG42392,0.0
CG42391,0.0
CG42390,0.0
CG42369,0.0
CG42365,0.0
CG42342,0.0
CG42331,0.0
CG42327,0.0
CG42319,0.0
CG42313,0.0
CG42299,0.0
CG42458,0.0
CG34010,0.0
CG33978,0.0
CG33939,0.0
CG33926,0.0
CG3376,0.0
CG33543,0.0
CG33521,0.0
CG3348,0.0
CG33474,0.0
CG33296,0.0
CG33293,0.0
CG33189,0.0
CG33181,0.0
CG33172,0.0
CG3655,0.0
CG3308,0.0
CG33056,0.0
CG32982,0.0
CG32816,0.0
CG32812,0.0
CG32808,0.0
CG32700,0.0
CG3270,0.0
CG32698,0.0
CG32695,0.0
CG32683,0.0
CG32669,0.0
CG32554,0.0
CG32537,0.0
CG33136,0.0
CG3630,0.0
CG3594,0.0
CG3568,0.0
CG3448,0.0
CG34454,0.0
CG34446,0.0
CG34445,0.0
CG34417,0.0
CG34402,0.0
CG34398,0.0
CG34396,0.0
CG34367,0.0
CG34355,0.0
CG34328,0.0
CG34043,0.0
CG34324,0.0
CG34310,0.0
CG34253,0.0
CG34220,0.0
CG34217,0.0
CG34213,0.0
CG34199,0.0
CG34174,0.0
CG34172,0.0
CG34155,0.0
CG34141,0.0
CG34136,0.0
CG34120,0.0
CG34113,0.0
CG34325,0.0
CG5780,0.0
CG5778,0.0
CG5758,0.0
CG5728,0.0
CG5707,0.0
CG5687,0.0
CG5664,0.0
CG5645,0.0
CG5626,0.0
CG5589,0.0
CG5404,0.0
CG5399,0.0
CG5397,0.0
CG5390,0.0
CG42717,0.0
CG5290,0.0
CG5160,0.0
CG5142,0.0
CG5098,0.0
CG5080,0.0
CG5033,0.0
CG4991,0.0
CG4951,0.0
CG4928,0.0
CG4860,0.0
CG4829,0.0
CG4797,0.0
CG4757,0.0
CG4753,0.0
CG5367,0.0
CG6472,0.0
CG6465,0.0
CG6426,0.0
CG6421,0.0
CG6409,0.0
CG6405,0.0
CG6357,0.0
CG6356,0.0
CG6329,0.0
CG6293,0.0
CG6287,0.0
CG6231,0.0
CG6218,0.0
CG6126,0.0
CG5800,0.0
CG6073,0.0
CG6059,0.0
CG6040,0.0
CG6006,0.0
CG5973,0.0
CG5968,0.0
CG5958,0.0
CG5953,0.0
CG5945,0.0
CG5928,0.0
CG5895,0.0
CG5886,0.0
CG5867,0.0
CG5854,0.0
CG6123,0.0
CG43902,0.0
CG43897,0.0
CG43783,0.0
CG4374,0.0
CG43737,0.0
CG43729,0.0
CG43689,0.0
CG43675,0.0
CG43658,0.0
CG43448,0.0
CG43341,0.0
CG43236,0.0
CG43191,0.0
CG43189,0.0
CG4721,0.0
CG43110,0.0
CG43095,0.0
CG43092,0.0
CG43085,0.0
CG4306,0.0
CG42808,0.0
CG42807,0.0
CG42806,0.0
CG42764,0.0
CG42763,0.0
CG42751,0.0
CG42750,0.0
CG42749,0.0
CG42741,0.0
CG43134,0.0
CG4716,0.0
CG4631,0.0
CG46303,0.0
CG46301,0.0
CG4630,0.0
CG4607,0.0
CG4594,0.0
CG4593,0.0
CG4587,0.0
CG4586,0.0
CG45781,0.0
CG4577,0.0
CG4572,0.0
CG45676,0.0
CG43968,0.0
CG4525,0.0
CG45218,0.0
CG45080,0.0
CG44815,0.0
CG4476,0.0
CG4462,0.0
CG44422,0.0
CG44385,0.0
CG44325,0.0
CG44296,0.0
CG44158,0.0
CG44094,0.0
CG4409,0.0
CG44085,0.0
CG43993,0.0
CG45263,0.0
